player_id,overall,potential,club_team_id,league_name,nationality_name,st,lw,cf,rw,cam,lm,cm,rm,lwb,cdm,rwb,lb,cb,rb,gk,alternative_positions
214770,69,69,1877.0,Liga Profesional,Argentina,68,66,67,66,69,68,69,68,68,69,68,68,69,68,21,[]
214835,69,69,110968.0,Liga De Futbol Prof,Chile,69,66,67,66,68,68,64,68,50,50,50,47,45,47,19,['LM']
214838,69,69,110980.0,Primera Division,Chile,66,67,66,67,68,69,67,69,69,67,69,69,67,69,18,['LB']
215020,69,69,110394.0,Liga Profesional,Argentina,68,68,67,68,69,69,65,69,57,54,57,54,48,54,19,['CAM']
215049,69,69,110093.0,Liga Profesional,Argentina,62,63,61,63,63,66,64,66,69,68,69,69,68,69,21,[]
215067,69,69,696.0,Major League Soccer,Colombia,55,52,51,52,54,57,59,57,67,67,67,68,69,68,18,[]
215070,69,69,110396.0,Liga Profesional,Argentina,53,47,48,47,51,51,56,51,62,66,62,64,69,64,18,[]
215081,69,69,101097.0,Primera Division,Argentina,69,69,69,69,69,69,69,69,69,68,69,69,64,69,17,"['CAM', 'RM']"
215132,69,69,111716.0,Liga Profesional,Argentina,34,31,32,31,34,34,34,34,34,35,34,33,33,33,69,[]
215162,69,69,112713.0,Liga Profesional,Argentina,59,48,52,48,52,50,57,50,59,65,59,62,69,62,19,[]
215165,69,69,112689.0,Liga Profesional,Argentina,67,68,67,68,69,69,68,69,65,64,65,64,61,64,20,[]
215208,69,69,110969.0,Liga De Futbol Prof,Argentina,68,69,68,69,69,69,66,69,64,60,64,61,57,61,18,[]
215250,69,69,111328.0,Primera Division,Argentina,31,26,28,26,30,29,29,29,28,29,28,28,29,28,69,[]
215294,69,69,111708.0,Liga Profesional,Argentina,69,65,67,65,68,66,64,66,55,55,55,53,54,53,19,[]
215374,69,69,88.0,Championship,Republic of Ireland,69,67,68,67,67,67,60,67,52,49,52,51,48,51,18,[]
215496,69,69,718.0,Liga Portugal,Brazil,62,61,60,61,62,66,65,66,69,69,69,69,69,69,19,"['LB', 'LWB']"
215686,69,69,1443.0,Superliga,Denmark,57,52,54,52,58,57,64,57,64,69,64,64,69,64,19,[]
215708,69,69,1805.0,Ligue 2,France,59,58,57,58,61,62,65,62,68,69,68,69,69,69,19,[]
215993,69,69,112965.0,Liga Profesional,Argentina,59,60,59,60,63,64,68,64,69,69,69,69,69,69,20,['CM']
216072,69,69,112499.0,Serie B,Italy,63,64,62,64,64,67,65,67,69,67,69,69,65,69,19,"['RM', 'LM']"
216155,69,69,1919.0,Championship,England,69,69,69,69,69,69,63,69,58,52,58,55,49,55,18,"['RW', 'RM']"
216281,69,69,100135.0,1. Division,Bosnia and Herzegovina,64,63,62,63,63,66,64,66,69,67,69,69,68,69,20,[]
216698,69,69,111022.0,Liga Profesional,Argentina,65,68,68,68,69,69,69,69,69,67,69,68,61,68,20,"['CDM', 'LM']"
216751,69,69,110968.0,Liga De Futbol Prof,Bolivia,56,60,56,60,59,64,62,64,69,67,69,69,66,69,20,"['RB', 'CB']"
216799,69,69,50.0,Serie B,Italy,55,58,55,58,58,63,61,63,69,66,69,69,67,69,18,"['LM', 'CB']"
217153,69,69,110955.0,Super League,China PR,67,66,66,66,69,69,69,69,69,69,69,69,69,69,17,['CDM']
217338,69,69,110908.0,Serie B,Belgium,66,68,67,68,69,69,67,69,63,61,63,62,57,62,17,['RM']
217391,69,69,1909.0,Eredivisie,Luxembourg,58,62,59,62,63,66,64,66,69,67,69,69,65,69,16,[]
217585,69,69,100632.0,Eredivisie,Netherlands,59,60,58,60,61,65,63,65,69,68,69,69,69,69,19,[]
218359,69,69,113037.0,Pro League,Gabon,66,64,64,64,66,68,68,68,69,69,69,69,69,69,19,"['CB', 'CM']"
218471,69,69,116360.0,Super League,Korea Republic,68,68,68,68,69,69,69,69,69,69,69,68,64,68,19,['LW']
218743,69,69,110984.0,Liga Pro,Colombia,66,69,68,69,69,69,65,69,56,53,56,53,45,53,18,['CF']
218744,69,69,306.0,Premier Division,Republic of Ireland,66,69,68,69,69,69,69,69,64,63,64,62,57,62,16,[]
218747,69,69,110975.0,Primera Division,Chile,66,69,68,69,69,69,69,69,65,65,65,62,59,62,18,['CM']
218894,69,69,110998.0,Primera Division,Uruguay,69,65,66,65,69,68,69,68,69,69,69,69,69,69,21,"['RM', 'CDM']"
219525,69,69,1013.0,Liga Profesional,Argentina,68,69,68,69,69,69,65,69,56,54,56,52,48,52,19,"['LW', 'RM']"
219582,69,69,112552.0,Ligue 2,Cape Verde Islands,49,46,45,46,51,50,57,50,60,66,60,62,69,62,18,[]
219595,69,69,101103.0,Liga BetPlay,Colombia,66,68,67,68,69,69,65,69,63,59,63,60,54,60,19,['LM']
219709,69,69,456.0,La Liga 2,Spain,59,61,60,61,63,64,65,64,69,69,69,69,69,69,20,['RWB']
219860,69,69,112744.0,Liga BetPlay,Colombia,50,47,48,47,51,53,57,53,63,67,63,65,69,65,20,[]
219979,69,69,110776.0,Super Lig,Guinea Bissau,58,60,60,60,64,64,66,64,68,69,68,68,69,68,21,['CM']
220028,69,69,101112.0,Major League Soccer,Canada,62,66,63,66,66,69,65,69,69,67,69,69,66,69,19,[]
220198,69,69,433.0,Allsvenskan,Kosovo,66,68,67,68,69,69,64,69,53,50,53,48,41,48,19,"['LW', 'CAM']"
220429,69,69,1013.0,Liga Profesional,Argentina,58,53,56,53,59,58,64,58,63,69,63,64,69,64,17,[]
220489,69,69,1745.0,Serie B,Italy,48,45,46,45,49,50,53,50,61,64,61,63,69,63,19,[]
220763,69,69,1914.0,Eredivisie,New Zealand,65,69,68,69,69,69,69,69,68,68,68,65,62,65,18,"['CAM', 'CDM']"
220921,69,69,1874.0,NB I.,Nigeria,58,53,56,53,58,58,64,58,64,69,64,65,69,65,19,[]
220965,69,69,1913.0,Eredivisie,Morocco,62,68,66,68,69,69,69,69,67,66,67,64,58,64,20,['CDM']
221197,69,69,1797.0,Championship,Nigeria,67,68,67,68,68,69,64,69,63,59,63,61,57,61,18,"['LWB', 'RWB']"
221430,69,69,459.0,La Liga 2,Montenegro,69,65,67,65,67,67,62,67,53,53,53,51,50,51,19,[]
221619,69,69,111715.0,Liga Profesional,Argentina,52,53,52,53,57,58,62,58,66,69,66,67,69,67,19,[]
221629,69,69,131389.0,Super Lig,Suriname,69,69,68,69,69,69,63,69,56,51,56,53,47,53,18,['LW']
221990,69,69,101084.0,Liga Profesional,Argentina,47,41,43,41,46,45,51,45,55,63,55,58,69,58,18,[]
221994,69,69,674.0,Jupiler Pro League,Angola,69,68,68,68,69,69,69,69,69,69,69,69,69,69,17,"['CB', 'LWB']"
222350,69,69,116361.0,Super League,China PR,66,67,66,67,69,69,67,69,64,60,64,62,55,62,20,['RW']
222430,69,69,101104.0,Liga BetPlay,Colombia,60,64,62,64,64,67,63,67,69,63,69,69,61,69,19,[]
222546,69,69,112172.0,Bundesliga,Germany,26,23,25,23,27,26,26,26,25,25,25,24,23,24,69,[]
222553,69,69,110500.0,2. Bundesliga,Germany,57,54,55,54,57,59,61,59,67,68,67,68,69,68,19,"['CDM', 'CM']"
222582,69,69,112115.0,K League 1,Korea Republic,51,47,47,47,50,52,53,52,62,64,62,65,69,65,17,['LB']
222693,69,69,111711.0,Liga Profesional,Argentina,67,68,67,68,68,69,64,69,59,56,59,57,51,57,18,"['RM', 'CAM']"
222825,69,69,898.0,Super League,Congo DR,69,69,69,69,69,69,65,69,56,52,56,53,46,53,19,['RW']
223099,69,69,112716.0,Primera División,Argentina,69,61,65,61,64,62,60,62,46,49,46,44,46,44,19,[]
223136,69,69,101016.0,Super Lig,Turkey,68,69,68,69,69,69,66,69,68,64,68,67,62,67,18,"['LW', 'LB']"
223240,69,69,112713.0,Liga Profesional,Argentina,57,61,59,61,63,65,65,65,69,67,69,68,66,68,20,['RB']
223313,69,69,101041.0,Super Lig,Turkey,69,67,69,67,69,69,69,69,69,69,69,69,69,69,21,['CDM']
223336,69,69,980.0,K League 1,Brazil,68,69,68,69,69,69,62,69,56,50,56,53,44,53,19,"['ST', 'LW']"
223344,69,69,116361.0,Super League,China PR,68,69,67,69,69,69,63,69,58,53,58,55,48,55,19,"['LW', 'ST']"
223721,69,69,101103.0,Liga BetPlay,Colombia,59,61,58,61,62,64,64,64,69,67,69,69,68,69,20,[]
223746,69,69,113300.0,Super League,Scotland,69,69,69,69,69,69,65,69,51,50,51,47,44,47,18,['CF']
223875,69,69,614.0,Ligue 2,Morocco,69,67,68,67,69,69,68,69,60,61,60,59,59,59,18,"['RM', 'LM']"
224049,69,69,110394.0,Liga Profesional,Argentina,60,60,59,60,61,64,63,64,68,68,68,69,69,69,19,"['CB', 'RWB']"
224305,69,69,100851.0,La Liga 2,Spain,62,66,64,66,68,69,68,69,69,67,69,69,64,69,19,"['RM', 'LB']"
224336,69,69,110745.0,Ekstraklasa,Poland,65,62,62,62,64,65,67,65,69,69,69,69,69,69,20,['CM']
224648,69,69,111768.0,Super League,China PR,61,62,61,62,64,66,66,66,68,69,68,69,69,69,18,['LWB']
224702,69,69,116361.0,Super League,China PR,33,31,33,31,37,35,38,35,33,38,33,33,35,33,69,[]
224718,69,69,748.0,Super Lig,Turkey,67,66,67,66,69,69,69,69,69,69,69,69,69,69,18,['CDM']
224821,69,69,324.0,Super League,Switzerland,48,43,44,43,48,50,56,50,62,68,62,64,69,64,20,[]
224977,69,69,112168.0,Serie B,Italy,31,27,28,27,29,30,28,30,28,28,28,28,28,28,69,[]
225128,69,69,1848.0,Serie B,Italy,68,67,68,67,69,69,69,69,69,69,69,67,65,67,20,['CDM']
225252,69,69,101100.0,Liga BetPlay,Colombia,58,58,58,58,63,63,66,63,68,69,68,68,69,68,18,[]
225402,69,69,1887.0,Liga Portugal,Angola,66,66,65,66,68,69,67,69,69,67,69,69,67,69,17,"['RM', 'RB']"
225956,69,69,101016.0,Super Lig,Nigeria,68,69,67,69,68,69,62,69,61,54,61,59,52,59,20,"['RM', 'LW']"
226114,69,69,983.0,K League 1,Serbia,69,61,64,61,61,60,52,60,45,45,45,44,49,44,18,[]
226157,69,69,472.0,La Liga,Spain,66,67,68,67,69,69,69,69,69,69,69,68,65,68,16,"['CDM', 'CM']"
226569,69,69,101110.0,Primera Division,Uruguay,68,69,69,69,69,69,64,69,52,50,52,48,42,48,15,"['LM', 'RM']"
226576,69,69,112744.0,Liga BetPlay,Colombia,69,69,68,69,69,69,63,69,58,54,58,56,52,56,21,['RM']
226616,69,69,111019.0,Liga Profesional,Argentina,65,61,61,61,64,65,67,65,69,69,69,69,69,69,18,[]
226803,69,69,113018.0,Major League Soccer,United States,52,47,48,47,50,52,55,52,62,66,62,64,69,64,18,[]
227526,69,69,112965.0,Liga Profesional,Argentina,53,50,49,50,51,55,56,55,67,66,67,68,69,68,18,['LB']
227686,69,69,88.0,Championship,England,67,68,67,68,69,69,66,69,63,60,63,62,57,62,16,['CAM']
227990,69,69,110242.0,La Liga 2,Spain,69,69,69,69,69,69,69,69,65,64,65,63,59,63,21,"['CAM', 'CDM']"
228130,69,69,2056.0,K League 1,Korea Republic,29,25,27,25,29,28,28,28,26,27,26,26,28,26,69,[]
228325,69,69,320.0,Allsvenskan,Norway,69,69,69,69,69,69,69,69,67,65,67,65,62,65,21,"['CAM', 'ST']"
228366,69,69,1929.0,Championship,England,54,50,50,50,53,55,59,55,63,67,63,65,69,65,19,[]
228375,69,69,111019.0,Liga Profesional,Argentina,56,58,58,58,62,63,67,63,68,69,68,68,67,68,19,['CM']
228461,69,69,1477.0,K League 1,Korea Republic,59,59,60,59,64,63,68,63,67,69,67,67,67,67,18,['CM']
228861,69,69,982.0,K League 1,Russia,69,63,65,63,64,63,59,63,51,52,51,50,53,50,19,[]
228908,69,69,111398.0,A-League,France,69,69,68,69,69,69,69,69,64,64,64,63,59,63,21,[]
228959,69,69,110953.0,Liga Profesional,Argentina,47,39,40,39,43,44,50,44,60,64,60,63,69,63,20,[]
229209,69,69,111328.0,Primera Division,Argentina,68,69,68,69,69,69,64,69,58,56,58,55,52,55,19,['LW']
229361,69,69,100888.0,La Liga 2,Spain,66,64,64,64,68,68,69,68,68,69,68,68,69,68,18,"['CDM', 'CAM']"
229507,69,69,1787.0,Bundesliga,Austria,49,43,45,43,49,49,57,49,60,67,60,62,69,62,17,[]
229584,69,69,36.0,Bundesliga,Germany,63,62,62,62,65,65,69,65,69,69,69,69,69,69,19,['RB']
229750,69,69,112168.0,Serie B,Italy,65,65,64,65,65,68,65,68,69,65,69,69,65,69,18,['LM']
229765,69,69,1854.0,La Liga 2,Spain,69,67,68,67,69,69,69,69,68,69,68,68,68,68,17,"['CM', 'CB']"
229882,69,69,237.0,Liga Portugal,Brazil,69,69,69,69,69,69,69,69,69,69,69,69,69,69,19,['CDM']
230164,69,69,111052.0,Serie A,Brazil,27,22,25,22,26,24,25,24,23,24,23,24,26,24,69,[]
230205,69,69,598.0,Serie A,Brazil,62,62,60,62,64,65,66,65,69,69,69,69,69,69,17,"['RWB', 'RM']"
230253,69,69,112472.0,Serie A,Brazil,57,55,56,55,60,59,64,59,67,69,67,68,69,68,18,[]
230314,69,69,112472.0,Serie A,Brazil,27,23,25,23,27,26,27,26,26,29,26,26,29,26,69,[]
230334,69,69,111042.0,Serie A,Brazil,60,59,58,59,61,63,64,63,68,69,68,69,69,69,17,[]
230356,69,69,111042.0,Serie A,Brazil,65,63,62,63,63,65,63,65,69,67,69,69,69,69,22,[]
230378,69,69,112472.0,Serie A,Brazil,58,53,54,53,56,57,62,57,66,69,66,67,69,67,23,['RB']
230439,69,69,517.0,Serie A,Brazil,59,60,59,60,64,65,67,65,69,69,69,69,69,69,23,['CB']
230472,69,69,112001.0,Serie A,Brazil,68,69,68,69,69,69,66,69,57,56,57,56,54,56,17,['LM']
230473,69,69,111042.0,Serie A,Brazil,64,69,67,69,69,69,66,69,56,53,56,54,47,54,24,"['LM', 'CAM']"
230490,69,69,1039.0,Serie A,Brazil,69,69,68,69,69,69,69,69,63,62,63,61,55,61,19,[]
230520,69,69,111052.0,Serie A,Brazil,69,66,67,66,66,66,60,66,51,48,51,49,47,49,19,['CF']
230526,69,69,517.0,Serie A,Brazil,62,64,62,64,65,68,67,68,69,68,69,69,65,69,24,['LM']
230718,69,69,1874.0,NB I.,Hungary,54,54,51,54,52,57,54,57,68,65,68,69,69,69,16,['CB']
230904,69,69,113142.0,Super Lig,Brazil,67,69,68,69,69,69,61,69,50,44,50,46,36,46,18,['RM']
230991,69,69,114162.0,Major League Soccer,Haiti,68,69,68,69,69,69,62,69,58,53,58,55,48,55,16,"['RM', 'ST']"
231027,69,69,894.0,Super League,Switzerland,67,69,69,69,69,69,69,69,62,60,62,60,52,60,19,['CAM']
231050,69,69,111657.0,Serie A,Uruguay,69,69,68,69,69,69,64,69,54,50,54,51,44,51,18,['RW']
231070,69,69,110396.0,Liga Profesional,Argentina,68,66,66,66,68,69,68,69,69,67,69,69,65,69,17,"['LWB', 'CB']"
231077,69,69,897.0,Super League,Czech Republic,67,65,65,65,67,68,68,68,69,68,69,69,67,69,15,[]
231098,69,69,58.0,Ligue 2,Mali,54,56,54,56,57,61,60,61,68,67,68,69,69,69,18,['LWB']
231110,69,69,576.0,2. Bundesliga,Germany,54,50,52,50,57,56,64,56,63,69,63,64,69,64,18,['CB']
231394,69,69,111779.0,Super League,Cape Verde Islands,69,69,69,69,69,69,66,69,66,64,66,65,64,65,20,"['ST', 'LW']"
231878,69,69,688.0,Major League Soccer,United States,29,25,27,25,29,28,29,28,26,29,26,26,27,26,69,[]
231930,69,69,111013.0,Primera Division,Uruguay,69,69,69,69,69,69,67,69,58,56,58,56,52,56,20,"['CM', 'RM']"
231985,69,69,694.0,Major League Soccer,United States,62,61,61,61,63,65,65,65,69,69,69,69,69,69,19,"['CB', 'RM']"
232004,69,69,111329.0,Primera División,Colombia,48,41,43,41,46,46,53,46,60,65,60,63,69,63,17,[]
232255,69,69,110980.0,Primera Division,Argentina,67,69,68,69,69,69,69,69,68,66,68,66,60,66,19,['LB']
232871,69,69,116361.0,Super League,China PR,62,62,61,62,64,66,65,66,69,68,69,69,69,69,20,['CB']
233544,69,69,100081.0,Jupiler Pro League,Bulgaria,59,60,60,60,63,64,66,64,69,69,69,69,66,69,19,['CM']
233550,69,69,1738.0,Ligue 1,France,68,69,67,69,69,69,64,69,62,58,62,60,56,60,17,['LM']
233897,69,69,111339.0,Super Lig,Senegal,69,68,68,68,68,69,63,69,56,53,56,54,51,54,17,['ST']
233911,69,69,10846.0,La Liga 2,Spain,60,64,62,64,65,67,66,67,69,65,69,69,62,69,15,"['LWB', 'LM']"
234017,69,69,111042.0,Serie A,Brazil,66,67,67,67,69,69,69,69,59,58,59,56,50,56,19,[]
234234,69,69,100135.0,1. Division,Bulgaria,63,59,62,59,64,63,67,63,67,69,67,68,69,68,21,['CM']
234515,69,69,1530.0,Ligue 2,France,54,58,56,58,60,64,64,64,69,69,69,69,69,69,19,['LB']
234784,69,69,10846.0,La Liga 2,Spain,64,65,65,65,68,68,69,68,69,69,69,69,68,69,17,"['RM', 'LB']"
234829,69,69,110981.0,Liga Pro,Uruguay,59,59,60,59,64,62,67,62,67,69,67,66,68,66,18,['CM']
234832,69,69,1960.0,Championship,Denmark,58,58,57,58,60,63,63,63,69,68,69,69,69,69,19,['CB']
234834,69,69,1815.0,Ligue 1,Serbia,69,64,67,64,68,64,61,64,48,49,48,46,46,46,16,[]
234865,69,69,111013.0,Primera Division,Brazil,69,62,66,62,65,62,59,62,46,48,46,44,47,44,17,[]
234873,69,69,110740.0,Serie B,Croatia,67,67,66,67,68,69,68,69,69,67,69,69,65,69,17,"['LM', 'LWB']"
235077,69,69,110776.0,Super Lig,Colombia,69,69,68,69,69,69,64,69,58,56,58,55,52,55,19,['RM']
235111,69,69,110998.0,Primera Division,Uruguay,69,69,69,69,69,69,69,69,69,69,69,69,67,69,19,"['CDM', 'LB']"
235462,69,69,131173.0,Super League,Zambia,69,69,69,69,69,69,61,69,58,51,58,55,49,55,20,['LM']
235827,69,69,112689.0,Liga Profesional,Argentina,69,68,68,68,69,69,67,69,66,64,66,66,61,66,16,"['LM', 'RWB']"
235848,69,69,111011.0,Primera Division,Argentina,69,60,64,60,63,59,56,59,41,42,41,40,41,40,18,[]
236630,69,69,112558.0,K League 1,Brazil,69,69,69,69,69,69,64,69,55,52,55,52,47,52,17,['RM']
236803,69,69,111711.0,Liga Profesional,Argentina,69,69,68,69,69,69,60,69,51,44,51,47,38,47,16,[]
237010,69,69,116361.0,Super League,China PR,65,66,66,66,68,69,68,69,69,68,69,69,67,69,18,['RWB']
237283,69,69,101085.0,Liga Profesional,Argentina,69,67,68,67,69,69,64,69,53,51,53,50,47,50,20,[]
237364,69,69,100135.0,1. Division,Ghana,63,69,67,69,69,69,67,69,63,59,63,60,51,60,21,"['CM', 'RM']"
237376,69,69,110839.0,La Liga 2,Spain,68,68,68,68,69,69,69,69,69,68,69,69,66,69,19,"['RM', 'RWB']"
237548,69,69,165.0,2. Bundesliga,Tunisia,59,60,59,60,61,65,63,65,69,68,69,69,69,69,17,['LB']
237635,69,69,111235.0,Bundesliga,Germany,65,69,67,69,69,69,63,69,55,50,55,51,41,51,19,['LM']
237993,69,69,110953.0,Liga Profesional,Argentina,68,69,68,69,69,69,68,69,63,61,63,61,56,61,18,['RM']
238043,69,69,607.0,Pro League,Saudi Arabia,67,68,67,68,68,69,62,69,61,55,61,59,52,59,18,['LM']
238363,69,69,10030.0,2. Bundesliga,Philippines,68,68,67,68,68,69,66,69,69,67,69,69,67,69,19,"['RM', 'RWB']"
238569,69,69,748.0,Super Lig,Ghana,68,68,67,68,69,69,67,69,67,64,67,65,63,65,17,"['RB', 'ST']"
238619,69,69,110500.0,2. Bundesliga,Germany,55,55,54,55,60,59,64,59,66,69,66,67,69,67,18,"['CB', 'CM']"
238660,69,69,326.0,Super Lig,Turkey,61,64,62,64,64,67,64,67,69,66,69,69,67,69,18,[]
238692,69,69,110502.0,Bundesliga,Albania,58,51,54,51,57,55,62,55,63,69,63,64,69,64,19,['CB']
238839,69,69,1793.0,League One,England,66,67,67,67,69,69,69,69,69,69,69,67,63,67,21,['CDM']
238882,69,69,10846.0,La Liga 2,Spain,68,68,68,68,69,69,67,69,60,58,60,57,52,57,20,"['LM', 'CAM']"
238922,69,69,691.0,Major League Soccer,Canada,66,65,66,65,69,69,69,69,69,69,69,69,69,69,17,['CDM']
238941,69,69,113142.0,Super Lig,Slovenia,64,64,63,64,65,67,68,67,69,69,69,69,69,69,19,['LB']
238945,69,69,873.0,Ekstraklasa,Slovenia,50,45,47,45,52,50,58,50,60,68,60,63,69,63,19,[]
238986,69,69,252.0,Bundesliga,Austria,48,42,43,42,46,48,53,48,61,66,61,63,69,63,17,[]
239097,69,69,165.0,2. Bundesliga,Germany,69,66,68,66,69,68,64,68,53,53,53,51,49,51,19,['CAM']
239505,69,69,1871.0,Ekstraklasa,Poland,61,67,64,67,67,69,66,69,69,65,69,69,61,69,18,[]
239568,69,69,114326.0,Ekstraklasa,Bosnia and Herzegovina,51,44,46,44,47,48,54,48,61,66,61,63,69,63,17,[]
239795,69,69,110556.0,Serie A,Ghana,69,69,69,69,69,69,65,69,55,52,55,52,48,52,17,['RM']
239921,69,69,744.0,Liga Portugal,Portugal,65,68,68,68,69,69,69,69,65,63,65,63,55,63,17,"['CAM', 'RW']"
239922,69,69,489.0,Liga Portugal,Portugal,69,69,69,69,69,69,65,69,57,54,57,54,48,54,17,['RW']
239944,69,69,112893.0,Major League Soccer,Finland,67,69,68,69,69,69,69,69,65,63,65,62,57,62,18,"['LM', 'CAM']"
240031,69,69,1874.0,NB I.,Bosnia and Herzegovina,64,67,64,67,65,69,64,69,69,65,69,69,66,69,18,[]
240053,69,69,101028.0,Super Lig,France,65,67,66,67,69,69,69,69,69,69,69,68,65,68,19,['CDM']
240057,69,69,111817.0,Ligue 2,France,63,61,61,61,65,65,68,65,67,69,67,67,69,67,18,['CM']
240133,69,69,1814.0,Ligue 2,France,69,61,65,61,65,61,59,61,44,47,44,42,46,42,17,[]
240168,69,69,110969.0,Liga De Futbol Prof,Uruguay,69,63,67,63,67,64,61,64,48,49,48,46,46,46,20,[]
240282,69,69,1843.0,Serie B,Czech Republic,64,61,61,61,63,65,65,65,69,69,69,69,69,69,18,"['CB', 'LB']"
241025,69,69,111019.0,Liga Profesional,Argentina,69,69,69,69,69,69,68,69,56,56,56,54,50,54,17,['RM']
241089,69,69,614.0,Ligue 2,Burkina Faso,67,67,66,67,68,69,65,69,60,56,60,57,52,57,17,[]
241499,69,69,111011.0,Primera Division,Ecuador,69,61,64,61,64,62,59,62,48,49,48,46,49,46,19,[]
241501,69,69,111008.0,Primera División,Paraguay,61,67,65,67,68,69,66,69,58,54,58,54,43,54,20,[]
241981,69,69,748.0,Super Lig,Guinea Bissau,66,66,65,66,66,69,65,69,69,67,69,69,67,69,20,['RM']
242389,69,69,489.0,Liga Portugal,Portugal,64,69,67,69,69,69,66,69,56,53,56,52,42,52,17,['CAM']
242514,69,69,111086.0,Ekstraklasa,Slovakia,27,23,26,23,29,26,29,26,25,28,25,25,29,25,69,[]
243000,69,69,308.0,Liga 1,Romania,68,67,67,67,69,69,69,69,69,68,69,69,66,69,19,['LM']
243456,69,69,101112.0,Major League Soccer,United States,69,66,68,66,67,66,63,66,57,56,57,57,55,57,17,[]
243545,69,69,688.0,Major League Soccer,Panama,69,64,66,64,66,65,61,65,50,51,50,49,49,49,17,[]
243556,69,69,111774.0,Super League,Spain,52,48,46,48,49,52,54,52,63,66,63,64,69,64,17,[]
243867,69,69,110321.0,Ligue 2,Guinea,52,47,49,47,52,53,59,53,62,67,62,63,69,63,18,[]
244416,69,69,1887.0,Liga Portugal,Portugal,65,66,66,66,69,69,69,69,66,68,66,65,63,65,18,['CAM']
244667,69,69,260.0,La Liga 2,Spain,69,69,69,69,69,69,64,69,57,54,57,55,52,55,17,"['LM', 'RM']"
244709,69,69,110776.0,Super Lig,Serbia,64,57,60,57,62,60,66,60,65,69,65,66,69,66,18,['CM']
244946,69,69,111008.0,Primera División,Paraguay,59,60,59,60,62,64,64,64,68,68,68,69,68,69,19,[]
245062,69,69,116295.0,Primera División,Paraguay,58,58,56,58,59,62,62,62,69,69,69,69,69,69,18,['RB']
245357,69,69,110986.0,Liga Pro,Argentina,69,68,69,68,69,69,69,69,64,63,64,63,59,63,18,"['ST', 'CM']"
245768,69,69,171.0,2. Bundesliga,Wales,51,52,51,52,57,59,63,59,67,69,67,68,69,68,19,[]
246093,69,69,1900.0,Liga Portugal,Brazil,69,63,66,63,65,63,58,63,46,46,46,45,44,45,18,[]
247009,69,69,670.0,Jupiler Pro League,Norway,63,62,61,62,63,66,63,66,69,66,69,69,67,69,18,['CB']
247072,69,69,111701.0,Pro League,United Arab Emirates,27,26,26,26,29,28,28,28,25,25,25,25,23,25,69,[]
248297,69,69,113257.0,Super League,Morocco,60,58,58,58,63,63,69,63,66,69,66,65,69,65,18,['CM']
251139,69,69,110404.0,Liga Profesional,Argentina,67,68,67,68,69,69,69,69,69,69,69,69,68,69,19,['CDM']
251320,69,69,10030.0,2. Bundesliga,Germany,63,60,61,60,63,63,65,63,66,69,66,67,69,67,21,"['CDM', 'CM']"
251673,69,69,393.0,Super League,Serbia,25,20,22,20,24,23,24,23,21,24,21,20,24,20,69,[]
252014,69,69,110588.0,2. Bundesliga,Uganda,66,67,65,67,67,69,67,69,69,67,69,69,66,69,17,[]
252830,69,69,489.0,Liga Portugal,Brazil,69,66,67,66,68,68,62,68,51,49,51,49,45,49,19,[]
253243,69,69,111326.0,Primera Division,Uruguay,68,69,68,69,69,69,66,69,59,56,59,56,50,56,17,['RW']
253261,69,69,111325.0,Primera Division,Uruguay,55,55,54,55,57,60,60,60,68,66,68,69,67,69,17,['CB']
253603,69,69,114582.0,Primera Division,Peru,52,54,54,54,61,59,66,59,64,69,64,64,67,64,18,['CM']
253854,69,69,113029.0,Primera Division,Peru,63,61,60,61,62,63,64,63,68,68,68,69,69,69,19,['LM']
253890,69,69,110981.0,Liga Pro,Ecuador,62,65,63,65,66,69,66,69,69,67,69,69,66,69,17,"['RM', 'RWB']"
254234,69,69,112893.0,Major League Soccer,Ecuador,55,56,56,56,60,61,64,61,67,69,67,67,69,67,18,['CM']
254626,69,69,111014.0,Primera Division,Uruguay,67,69,68,69,69,69,62,69,49,44,49,45,34,45,19,['ST']
254942,69,69,111722.0,Liga BetPlay,Uruguay,67,69,69,69,69,69,68,69,62,60,62,60,52,60,18,[]
255169,69,69,110396.0,Liga Profesional,Paraguay,69,63,66,63,65,64,57,64,45,43,45,43,39,43,19,[]
255313,69,69,898.0,Super League,Netherlands,68,67,67,67,69,69,69,69,67,68,67,66,65,66,18,"['CAM', 'CDM']"
255353,69,69,696.0,Major League Soccer,Israel,67,69,69,69,69,69,69,69,66,66,66,65,61,65,19,['CAM']
255450,69,69,110321.0,Ligue 2,France,65,68,67,68,69,69,67,69,61,60,61,58,54,58,16,"['CAM', 'ST']"
255963,69,69,110406.0,Liga Profesional,Paraguay,64,64,65,64,68,69,69,69,69,69,69,69,68,69,20,['CDM']
256902,69,69,1819.0,Ligue 2,France,69,69,68,69,69,69,69,69,67,66,67,66,61,66,19,['CAM']
257266,69,69,489.0,Liga Portugal,Brazil,63,64,65,64,69,68,69,68,69,69,69,69,66,69,20,['CDM']
258027,69,69,111811.0,Serie A,Croatia,69,64,67,64,66,64,58,64,48,46,48,45,45,45,18,[]
258455,69,69,110404.0,Liga Profesional,Argentina,61,60,60,60,64,64,67,64,67,69,67,67,68,67,17,['CM']
259859,69,69,114611.0,Primera Division,Venezuela,61,60,59,60,62,63,65,63,69,68,69,69,68,69,21,['RM']
